IMU1AccelX;IMU1AccelY;IMU1AccelZ;IMU1GyroX;IMU1GyroY;IMU1GyroZ;IMU2AccelX;IMU2AccelY;IMU2AccelZ;IMU2GyroX;IMU2GyroY;IMU2GyroZ;IMU3AccelX;IMU3AccelY;IMU3AccelZ;IMU3GyroX;IMU3GyroY;IMU3GyroZ;IMU4AccelX;IMU4AccelY;IMU4AccelZ;IMU4GyroX;IMU4GyroY;IMU4GyroZ
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5793457031;0.5104980468;0.2990722656;8.5181713104;5.7135233879;-9.8775472640;-0.9296875000;-0.2868652343;0.4406738281;0.5487051963;0.4463479518;-3.5569362640;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5971679687;0.5097656250;0.2978515625;9.1441249847;-2.2101407051;-2.7783102989;-0.9230957031;-0.2976074218;0.4626464843;0.1670258045;-1.5536520481;-0.1065547466;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5910644531;0.5141601562;0.2998046875;9.7700786590;-0.3170107603;-5.1141881942;-0.9301757812;-0.3056640625;0.4423828125;0.5334381103;-0.5460185050;-1.3431959152;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5820312500;0.5129394531;0.3007812500;11.9685535430;2.0035998821;-2.7935776710;-0.9013671875;-0.3288574218;0.5327148437;1.3425984382;-8.3322772979;1.1148192882;-0.9077148437;-0.3173828125;0.5466308593;0.8540487289;-6.3017435073;1.3896284103;-0.9047851562;-0.3095703125;0.5253906250;0.4723694324;-4.2406749725;1.0079491138;
-0.9003906250;-0.3337402343;0.5322265625;-0.2909893989;-2.2712092399;1.4354300498;-0.9069824218;-0.3171386718;0.5319824218;-0.8558748245;-2.5002169609;1.4812316894;-0.9008789062;-0.3186035156;0.5263671875;-0.9932794570;-3.2025070190;1.7560408115;-0.8989257812;-0.3332519531;0.5209960937;-0.7337374687;-4.8971633911;1.9850482940;
-0.9030761718;-0.3117675781;0.5170898437;-2.8711419105;-4.8513622283;2.3361933231;-0.9030761718;-0.3271484375;0.5446777343;-2.6726689338;-5.6757893562;2.0919187068;-0.9045410156;-0.3154296875;0.5468750000;-3.2680888175;-4.8360948562;2.1682543754;-0.9033203125;-0.3137207031;0.5356445312;-3.7108368873;-5.1261711120;1.7865750789;
-0.9118652343;-0.3139648437;0.5412597656;-0.8100733757;-4.1338047981;0.0003154874;-0.9001464843;-0.3195800781;0.5490722656;-0.3215236663;-2.8513620376;-0.2592265129;-0.8952636718;-0.3132324218;0.5261230468;0.1975603103;-3.3704459667;-0.9309822082;-0.9018554687;-0.3054199218;0.5405273437;1.6937434673;-4.8055601119;-1.9538829803;
-0.9008789062;-0.3295898437;0.5546875000;1.1441251039;-3.6910567283;-0.5035013198;-0.8947753906;-0.3195800781;0.5654296875;0.2891632270;-2.2864763736;-0.1523562669;-0.9023437500;-0.3320312500;0.5444335937;0.1975603103;-1.7979269027;0.3209261894;-0.9001464843;-0.3254394531;0.5393066406;1.3425984382;-4.3322782516;0.7026055335;
-0.8859863281;-0.3161621093;0.5576171875;0.2586289644;-1.4925832748;0.6415369033;-0.9018554687;-0.3186035156;0.5725097656;1.3883998394;-1.9353314399;1.6797049045;-0.8979492187;-0.3103027343;0.5498046875;1.1593922376;-1.0193009376;1.2980253696;-0.9035644531;-0.3254394531;0.5676269531;0.9609189987;-0.8971634864;1.0537505149;
-0.8955078125;-0.3115234375;0.5556640625;0.7319114208;-1.2330412864;2.1224529743;-0.9013671875;-0.3073730468;0.5498046875;0.4571022033;-1.2941100597;1.6797049045;-0.8999023437;-0.3183593750;0.5585937500;0.9761861801;-1.7215909957;1.7102391719;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5656738281;0.5368652343;0.3022460937;14.1059570312;-4.5918197631;-1.8775470733;-0.8991699218;-0.3120117187;0.5705566406;5.5868730545;1.8814625740;6.0613842010;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5859375000;0.5795898437;0.2265625000;6.8082470893;6.0952029228;-8.8393793106;-0.8911132812;-0.2351074218;0.6855468750;-9.5886993408;-4.5154838562;4.6873383522;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.5891113281;0.5651855468;0.2224121093;8.4723691940;-1.1872398853;-3.6332721710;-0.8872070312;-0.2451171875;0.7028808593;-2.7032032012;0.3089433908;-0.0760203886;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;-0.8889160156;-0.2524414062;0.6911621093;-5.1917529106;-5.9964003562;0.7484070777;-0.8754882812;-0.2460937500;0.6660156250;-6.5963330268;-7.0040335655;1.7255063056;-0.8813476562;-0.2412109375;0.6811523437;-5.0543479919;-8.1032705307;2.5957353115;
-0.8857421875;-0.2456054687;0.6950683593;-4.1383175849;-5.5689191818;2.2598574161;-0.8776855468;-0.2504882812;0.6994628906;-4.6421346664;-4.5918197631;2.9316131591;-0.8776855468;-0.2519531250;0.6933593750;-4.4589281082;-5.2330412864;3.2369568347;-0.8786621093;-0.2451171875;0.6928710937;-3.0085468292;-3.9964000701;3.2827582359;
-0.8886718750;-0.2460937500;0.7099609375;0.1364915370;-1.5536520481;1.6033689975;-0.8781738281;-0.2487792968;0.6867675781;-0.5352642536;-0.6376214981;1.6949720382;-0.8793945312;-0.2263183593;0.6787109375;1.4647357463;-2.1185374259;1.4659643173;-0.8857421875;-0.2226562500;0.6970214843;1.3578655719;-2.8666291236;0.2751246690;
-0.8750000000;-0.2463378906;0.7065429687;-0.7642717361;-3.3857131004;0.1835215663;-0.8867187500;-0.2255859375;0.7126464843;-1.8635087013;-2.6376214027;0.0461170101;-0.8762207031;-0.2263183593;0.7009277343;-2.2604551315;-2.4391481876;-0.7935776710;-0.8769531250;-0.2280273437;0.7026367187;-2.8711419105;-2.2254078388;-1.7859439849;
-0.8671875000;-0.2568359375;0.7026367187;-4.5352640151;-5.5078506469;-3.0073180198;-0.8688964843;-0.2617187500;0.7031250000;-4.8406076431;-6.6528887748;-1.7401425838;-0.8767089843;-0.2568359375;0.7111816406;-4.9169435501;-6.6681556701;-0.9004478454;-0.8750000000;-0.2478027343;0.7255859375;-5.9703783988;-5.2635755538;-0.3508295536;
-0.8730468750;-0.2436523437;0.7087402343;-3.8482413291;-4.1643390655;-0.2134249687;-0.8671875000;-0.2402343750;0.7075195312;-2.4741954803;-4.2406749725;-0.8393792152;-0.8774414062;-0.2551269531;0.7226562500;-2.4741954803;-3.9964000701;-1.4500661849;-0.8713378906;-0.2539062500;0.7092285156;-2.4283938407;-3.8895299911;-1.6180050373;
-0.6091308593;0.5520019531;0.2082519531;13.7853469848;8.5226840972;-8.0912876129;-0.8674316406;-0.2509765625;0.7067871093;-0.1688520908;-3.1414382457;1.0537505149;-0.8759765625;-0.2399902343;0.7387695312;1.3425984382;-1.4162474632;0.2140559673;-0.8740234375;-0.2502441406;0.7270507812;0.3196976184;1.4387142658;-0.8393792152;
-0.8701171875;-0.2353515625;0.7341308593;-2.7642717361;-0.0422016382;-0.9309822082;-0.8779296875;-0.2421875000;0.7182617187;-4.2604551315;1.1181037425;-1.8164785385;-0.8686523437;-0.2436523437;0.6931152343;-5.2680888175;0.1257373094;-2.5951042175;-0.8684082031;-0.2741699218;0.7309570312;-4.3062567710;-0.8666291236;-1.6790738105;
-0.8676757812;-0.2514648437;0.7202148437;-4.1077833175;-3.1414382457;-3.4806005954;-0.8686523437;-0.2724609375;0.7316894531;-4.2146534919;-3.0345680713;-3.4653332233;-0.8637695312;-0.2685546875;0.7128906250;-4.2909893989;-2.1032702922;-2.6714401245;-0.8662109375;-0.2741699218;0.7143554687;-3.3749589920;-2.3475451469;-1.7401425838;
-0.8676757812;-0.2600097656;0.7148437500;-2.8406076431;-2.5765528678;-0.0912875556;-0.8652343750;-0.2702636718;0.7255859375;-2.9932794570;-2.6528887748;-0.0607532262;-0.8693847656;-0.2558593750;0.7121582031;-2.6115999221;-2.8666291236;0.1835215663;-0.8625488281;-0.2661132812;0.7187500000;-2.3367910385;-2.8360948562;0.0613842010;
-0.8618164062;-0.2612304687;0.7221679687;-0.8100733757;-0.8818963050;-0.9309822082;-0.8686523437;-0.2570800781;0.7243652343;-0.7337374687;-0.0574687719;-1.2515928745;-0.8657226562;-0.2678222656;0.7290039062;-0.6116001605;1.2097067832;-1.4042646884;-0.8647460937;-0.2658691406;0.7253417968;-0.4589283466;0.8432946205;-1.3737303018;
-0.8591308593;-0.2604980468;0.7185058593;0.8540487289;2.8432946205;-1.6638066768;-0.8645019531;-0.2580566406;0.7219238281;1.9074839591;3.1028366088;-2.2134249210;-0.8669433593;-0.2702636718;0.7214355468;1.6326746940;2.9959664344;-2.1523563861;-0.8671875000;-0.2802734375;0.7131347656;1.2051937580;2.7974929809;-1.6943409442;
-0.8666992187;-0.2634277343;0.7077636718;-0.5810656547;0.9959661483;-0.9615165710;-0.8671875000;-0.2617187500;0.7275390625;-0.3062565326;0.5837526321;-1.8470127105;-0.8647460937;-0.2644042968;0.7263183593;-0.9322107315;2.4768824577;-2.4424326419;-0.8666992187;-0.2700195312;0.7089843750;-1.5428977012;2.8432946205;-2.3050279617;
-0.8571777343;-0.2729492187;0.6997070312;-2.7184700965;-2.1185374259;-1.3279287815;-0.8593750000;-0.2770996093;0.7001953125;-3.0085468292;-3.8895299911;-0.9767837524;-0.8627929687;-0.2800292968;0.7126464843;-2.7948060035;-5.2635755538;-0.8241120338;-0.8688964843;-0.2692871093;0.7321777343;-3.2986230850;-4.1490716934;-0.7019745826;
-0.8698730468;-0.2788085937;0.7026367187;-2.1688518524;-5.2635755538;-1.7859439849;-0.8681640625;-0.2773437500;0.7355957031;-3.0085468292;-3.8589954376;-1.4500661849;-0.8618164062;-0.2849121093;0.7351074218;-4.3825926780;-1.3093771934;-0.7019745826;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.6723632812;0.5148925781;0.1638183593;7.4952702522;4.9654321670;-7.7554097175;-0.8532714843;-0.2836914062;0.7287597656;-1.7413711547;-1.9964000701;-2.4576997756;-0.8618164062;-0.2836914062;0.7111816406;-2.4131269454;-1.7063237190;-2.5951042175;-0.8615722656;-0.2932128906;0.7038574218;-2.2451877593;-2.9276976585;-2.4271655082;
-0.8593750000;-0.2922363281;0.7260742187;-3.9398441314;-0.4849496841;-0.7477761268;-0.8532714843;-0.2849121093;0.7214355468;-3.7108368873;-0.2406749725;-1.4347989559;-0.8498535156;-0.2951660156;0.7026367187;-2.6421346664;-1.5383849143;-1.9996845245;-0.8515625000;-0.2944335937;0.7253417968;-2.2146534919;-1.5994535446;-1.8775470733;
-0.8530273437;-0.2993164062;0.7189941406;-3.3291573524;-1.9047970771;-1.0989211845;-0.8562011718;-0.2866210937;0.7138671875;-3.4818291664;-2.7444915771;-1.5569365024;-0.8488769531;-0.2961425781;0.7290039062;-3.6497678756;-2.5612854957;-1.8622798919;-0.8513183593;-0.2937011718;0.7209472656;-4.1383175849;-2.0116672515;-2.4118981361;
-0.6806640625;0.4968261718;0.1752929687;4.5181708335;3.8967294692;-12.5798377990;-0.8601074218;-0.3120117187;0.7246093750;-4.8711419105;0.7211570739;-3.1752569675;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;0.0000000000;0.0000000000;0.0000000000;2.2280945777;-1.6452550888;-0.5645699977;
-0.7038574218;0.5017089843;0.1420898437;7.2967967987;9.9883327484;-8.0912876129;-0.8505859375;-0.3159179687;0.7143554687;-2.8100733757;1.1791722774;-2.7783102989;-0.8466796875;-0.3325195312;0.7136230468;-2.7642717361;2.0494012832;-2.5340356826;-0.8537597656;-0.3325195312;0.7072753906;-3.3749589920;2.0035998821;-2.0302188396;
-0.8452148437;-0.3222656250;0.7041015625;-2.1841192245;0.6295540332;-1.5111348628;-0.8464355468;-0.3283691406;0.7050781250;-2.0467147827;-0.5307512283;-1.6027379035;-0.8525390625;-0.3234863281;0.7106933593;-0.5352642536;-1.0040338039;-1.2057913541;-0.8537597656;-0.3332519531;0.7089843750;-1.3138902187;-0.1185375452;-1.3431959152;
-0.8508300781;-0.3193359375;0.7043457031;-0.7490046024;-0.2101405858;-1.4347989559;-0.8469238281;-0.3232421875;0.7150878906;-1.3749587535;0.5074167251;-2.0760204792;-0.8479003906;-0.3378906250;0.7043457031;-0.9016763687;0.2936762619;-1.9080815315;-0.8527832031;-0.3359375000;0.7058105468;-0.7490046024;-0.0574687719;-1.0989211845;
-0.8483886718;-0.3242187500;0.7014160156;-0.5352642536;0.1104700565;-0.4271654605;-0.8498535156;-0.3320312500;0.7070312500;0.1059572696;0.2020730972;-0.3050280094;-0.8481445312;-0.3310546875;0.7009277343;0.3044304847;-0.2406749725;-0.1676234245;-0.8479003906;-0.3327636718;0.7072753906;0.3196976184;-0.5612855911;0.1835215663;
-0.8459472656;-0.3337402343;0.7109375000;0.1975603103;-0.3933466720;0.4888650894;-0.8488769531;-0.3232421875;0.6953125000;0.1212244033;-0.7750260829;0.7331399440;-0.8454589843;-0.3195800781;0.7116699218;0.4876365661;-0.2864764976;0.6415369033;-0.8474121093;-0.3220214843;0.7067871093;0.1212244033;-0.0116672515;0.6415369033;
-0.8549804687;-0.3242187500;0.7165527343;-0.2146534919;-0.0727360248;1.0842850208;-0.8527832031;-0.3283691406;0.7062988281;-0.3825924396;0.4616150856;1.0690178871;-0.8518066406;-0.3295898437;0.7080078125;-0.4436612129;0.7974929809;1.0384833812;-0.8488769531;-0.3369140625;0.7145996093;-0.5199971199;1.0265007019;1.3132925033;
